"words"	"Freq"
"alkaloids"	8
"allele)"	8
"alleviation"	8
"(allium"	8
"allowances"	8
"(alp)"	8
"alpha-1"	8
"alpha-lactalbumin"	8
"(alt)"	8
"altitude"	8
"alveolar"	8
"ameliorate"	8
"amides"	8
"amirna"	8
"amylose)"	8
"analogy"	8
"analyte"	8
"anaphylactic"	8
"andropogoneae"	8
"ankyrin"	8
"anomalous"	8
"antagonized"	8
"anthurium"	8
"antinutrient"	8
"antinutritional"	8
"(ap)"	8
"ap2-like"	8
"ap3"	8
"apigenin"	8
"apocytochrome"	8
"(arabidopsis)"	8
"archaeological"	8
"ardmore"	8
"(are)"	8
"arkaute"	8
"arr5"	8
"arsenite"	8
"ascomycetes"	8
"asg"	8
"ask2"	8
"asparagus"	8
"aspen"	8
"assembling"	8
"assign"	8
"assignments"	8
"assimilates"	8
"as(v)"	8
"atao-1"	8
"atfaea"	8
"atlos5"	8
"atmyb2"	8
"atp4"	8
"atrazine-degrading"	8
"a/t-rich"	8
"atrophy"	8
"atskip"	8
"attribute"	8
"autofluorescence"	8
"automatically"	8
"ave"	8
"avoided"	8
"b-"	8
"b-12"	8
"b-a"	8
"(ba1)"	8
"bacilliform"	8
"bai"	8
"bakers"	8
"banding"	8
"barn"	8
"basidiomycetes"	8
"basil"	8
"bass"	8
"b-cell"	8
"bdcad5"	8
"bddgs1"	8
"b-dependent"	8
"bears"	8
"(berliner)"	8
"beta-exoglucanase"	8
"(between"	8
"bhr"	8
"biocompatibility"	8
"biomolecules"	8
"bioquímicas"	8
"biotechnol"	8
"biotechnology-derived"	8
"birmingham"	8
"biscuit"	8
"blastx"	8
"blue-light"	8
"bm40"	8
"bogorad"	8
"bollgard"	8
"bovis"	8
"bph"	8
"bp/sbm"	8
"(br)"	8
"breadth"	8
"breakpoint"	8
"broccoli"	8
"broth"	8
"brownii"	8
"browser"	8
"brs"	8
"bruce"	8
"brunswick"	8
"bt-"	8
"bt+"	8
"bt-toxin"	8
"budapest"	8
"bug"	8
"burden"	8
"(bv)"	8
"bw(0"	8
"by-2"	8
"bz-cmp"	8
"c14"	8
"c15"	8
"(c18"	8
"c214"	8
"c2h2"	8
"(c3"	8
"c3-c4"	8
"c4ppc1"	8
"ca2+-dependent"	8
"c-abi3"	8
"calcium/calmodulin-dependent"	8
"calnexin"	8
"calu-6"	8
"camk"	8
"captures"	8
"carabid"	8
"carbohydrases"	8
"caries"	8
"carlo"	8
"carnation"	8
"carob"	8
"carrots"	8
"carteri"	8
"caseinate"	8
"caspase"	8
"catabolite"	8
"catfish"	8
"cathepsins"	8
"católica"	8
"cbf"	8
"(cbh"	8
"cchd1"	8
"ccl(4)"	8
"cddp-induced"	8
"(cdk)"	8
"(cdnb)"	8
"cedar"	8
"celite"	8
"cellularization"	8
"centrally"	8
"ceo(2)"	8
"cer1"	8
"cerebral"	8
"(ch4)"	8
"chain-length"	8
"changeover"	8
"chemiluminescence"	8
"chemokine"	8
"chilling-tolerant"	8
"(chilo"	8
"chlorophyll-deficient"	8
"chlorsulfuron"	8
"chopping"	8
"chorismate"	8
"científicas"	8
"cinnamyl"	8
"cis-"	8
"cit"	8
"cks"	8
"(cl)"	8
"c-la"	8
"claw"	8
"cleft"	8
"clpp"	8
"clue"	8
"clv"	8
"coactivator"	8
"codon-optimized"	8
"cohesins"	8
"coiled"	8
"co-immunoprecipitated"	8
"coking"	8
"cold-regulated"	8
"collinearity"	8
"colloidal"	8
"co-localize"	8
"compartmentalized"	8
"compelling"	8
"competing"	8
"confounded"	8
"connections"	8
"considers"	8
"containment"	8
"contributors"	8
"controls)"	8
"controversy"	8
"cooling"	8
"co-regulated"	8
"coriaria"	8
"corrections"	8
"corroborate"	8
"cortisol"	8
"co-segregation"	8
"co-transformed"	8
"couple"	8
"cow-calf"	8
"(cp"	8
"cp47"	8
"crayfish"	8
"crosslinked"	8
"cross-over"	8
"cry1ab-resistant"	8
"cry3a"	8
"cry3bb1)"	8
"cry3bb1-resistant"	8
"csb++"	8
"csbm"	8
"(csm)"	8
"cu(2+)"	8
"cu2+"	8
"cucumis"	8
"curvilinear"	8
"cutoff"	8
"cyanogen"	8
"cycd2"	8
"cyc-like"	8
"cycloidea"	8
"(cyp)"	8
"cyp1a"	8
"cytochemical"	8
"cytotypes"	8
"dap)"	8
"darker"	8
"david"	8
"ddgs)"	8
"d-dimer"	8
"(de3)"	8
"deactivation"	8
"deals"	8
"decipher"	8
"decisive"	8
"decomposer"	8
"defoliation"	8
"degrades"	8
"degradome"	8
"dehydroascorbate"	8
"delhi"	8
"depolymerized"	8
"depress"	8
"deprived"	8
"deproteinized"	8
"depudecin"	8
"dermis"	8
"descent"	8
"descriptive"	8
"designation"	8
"detergent-insoluble"	8
"dextrose-casein"	8
"dfg"	8
"diameters"	8
"diapausing"	8
"dicistronic"	8
"dids"	8
"(diets"	8
"dilated"	8
"diluting"	8
"diminishes"	8
"dioica"	8
"dish"	8
"disruptions"	8
"dissociate"	8
"distinguishes"	8
"dithionite"	8
"diurnally"	8
"dkc6575"	8
"dm/d"	8
"dna)"	8
"dna-based"	8
"docpk1"	8
"documents"	8
"dominant-negative"	8
"(don"	8
"dorsi"	8
"dorsoventral"	8
"dots"	8
"down-regulate"	8
"dozens"	8
"(dpi)"	8
"drift"	8
"drum"	8
"drup"	8
"dryland"	8
"dry-milling"	8
"dsbs"	8
"(dsrna)"	8
"dt"	8
"(dtt)"	8
"duct"	8
"dwarf1"	8
"dxr"	8
"dxs"	8
"early-weaned"	8
"eclosion"	8
"eco"	8
"ecotype"	8
"ecotypes"	8
"ecp40"	8
"eer"	8
"egfp"	8
"egyptian"	8
"ehd2"	8
"eifiso4e"	8
"eighty"	8
"electrodes"	8
"(em)"	8
"emaravirus"	8
"emerges"	8
"emodin"	8
"emp5"	8
"encapsidation"	8
"encourage"	8
"engage"	8
"enhancements"	8
"enlarge"	8
"enpg-1"	8
"enterobacteriaceae"	8
"enterococci"	8
"entrance"	8
"enzyme)"	8
"enzyme-substrate"	8
"enzyme-treated"	8
"equivalency"	8
"er-associated"	8
"erk"	8
"(especially"	8
"ethanol-soluble"	8
"ethiopia"	8
"etiology"	8
"evening"	8
"event-specific"	8
"exchangeable"	8
"exigua"	8
"expansions"	8
"fab"	8
"fah"	8
"fao/who"	8
"fasciation"	8
"fasted"	8
"favoring"	8
"fce"	8
"fda"	8
"fd-gogat"	8
"february"	8
"femur"	8
"feral"	8
"fermentum"	8
"ffcg"	8
"fhv"	8
"fibrisolvens"	8
"finishers"	8
"firm"	8
"firmness"	8
"flavones"	8
"flcdnas"	8
"flesh"	8
"flf"	8
"flooded"	8
"flour)"	8
"fluctuating"	8
"fluorescein"	8
"f(m)"	8
"fm1"	8
"fm2"	8
"food/feed"	8
"forage)"	8
"[formula"	8
"forty-five"	8
"fossil"	8
"fpl"	8
"fractionate"	8
"fujian"	8
"full-size"	8
"fumaric"	8
"fumigatus"	8
"fw"	8
"g⁻¹"	8
"g1/s"	8
"g-200"	8
"g5"	8
"ga21"	8
"gal"	8
"galls"	8
"gaps"	8
"gaseous"	8
"gates"	8
"gavage"	8
"gbb1"	8
"gdp"	8
"gel-based"	8
"generic"	8
"genotoxicity"	8
"geranoyl-coa"	8
"germplasms"	8
"germs"	8
"gf"	8
"ghd10"	8
"ghpsy"	8
"gip"	8
"giza"	8
"glc-6-p"	8
"globin"	8
"glucagon"	8
"glucan)"	8
"glufosinate-ammonium"	8
"glutamicum"	8
"glycol)"	8
"glyphosate-resistant"	8
"gmc"	8
"governs"	8
"(grams"	8
"grxs"	8
"(gs"	8
"gsp1"	8
"gsta1"	8
"guatemalan"	8
"haematocrit"	8
"ha-like"	8
"halogenated"	8
"ham-rs2"	8
"hap"	8
"haptoglobin"	8
"h(+)-atpases"	8
"haz1"	8
"hco3-"	8
"hcs"	8
"(hd)"	8
"heads"	8
"heights"	8
"hemicellulase"	8
"hemimethylated"	8
"hen1"	8
"herb"	8
"herbal"	8
"heterodimerization"	8
"heterotetramer"	8
"(hf)"	8
"hfd"	8
"hf-sfc"	8
"high-fructose"	8
"high-producing"	8
"his-tagged"	8
"histiocytosis"	8
"hmga2"	8
"hn"	8
"ho"	8
"hoagland"	8
"holley"	8
"homeodomain-leucine"	8
"homomeric"	8
"hopi"	8
"hos2"	8
"host-selective"	8
"hotspots"	8
"housing"	8
"hpc-ddg"	8
"h(+)-ppase"	8
"hps"	8
"ht29"	8
"huang"	8
"huitlacoche"	8
"humid"	8
"hydrothermal"	8
"hyperaccumulation"	8
"hz32"	8
"hz4"	8
"iac"	8
"idd"	8
"ige-mediated"	8
"igg1"	8
"igl"	8
"ijmv"	8
"imidazole"	8
"immunoprecipitate"	8
"impacting"	8
"impart"	8
"impeded"	8
"impedes"	8
"implantation"	8
"implicates"	8
"imposes"	8
"impossible"	8
"inappropriate"	8
"indoleacetic"	8
"industrially"	8
"indwelling"	8
"ingress"	8
"ingrowths"	8
"in-house"	8
"insemination"	8
"insolubility"	8
"instruments"	8
"intensification"	8
"interested"	8
"interfacial"	8
"interfered"	8
"interpreting"	8
"invade"	8
"in-vivo"	8
"iodide"	8
"iptg"	8
"i-scei"	8
"isomeric"	8
"isothermal"	8
"isothiocyanate"	8
"italica)"	8
"itf2357"	8
"ivpd"	8
"jacalin-related"	8
"january"	8
"(jgmv)"	8
"jhabua"	8
"jnk"	8
"kcat"	8
"kda-form"	8
"klebsiella"	8
"kn1-like"	8
"kn-93"	8
"knocked"	8
"krn"	8
"[l"	8
"lability"	8
"lac"	8
"laminitis"	8
"lams"	8
"lanthanum"	8
"l-arabinose"	8
"latb"	8
"laterally"	8
"lavras"	8
"lbd18"	8
"lc8"	8
"leaf)"	8
"lecithin"	8
"leg"	8
"lett"	8
"leupeptin"	8
"lfg"	8
"lhca1"	8
"lhca4"	8
"licl"	8
"light-chain"	8
"lignin)"	8
"-like"	8
"limestone"	8
"lime-treated"	8
"lkr/sdh"	8
"lobster"	8
"lobsters"	8
"loin"	8
"loses"	8
"lowland"	8
"low-level"	8
"low-phosphate"	8
"lpa1-241"	8
"lpa2-2"	8
"lrr-rlk"	8
"lt"	8
"ltp2"	8
"ltp5"	8
"lublin"	8
"lw×lr"	8
"lxcxe"	8
"lycs"	8
"lysocellin"	8
"lysopc"	8
"lysozyme"	8
"m-2"	8
"mabs"	8
"macro-"	8
"macroarray"	8
"mad2"	8
"maizemeal"	8
"maizes"	8
"maize-specific"	8
"male-fertile"	8
"malignant"	8
"malonyl-coa"	8
"marafivirus"	8
"marketable"	8
"markov"	8
"masked"	8
"mated"	8
"matter/d"	8
"mbd"	8
"mc1"	8
"mcal/kg)"	8
"mchh"	8
"mediolateral"	8
"meeting"	8
"meiosis-specific"	8
"(meja)"	8
"melanoma"	8
"members)"	8
"mercuric"	8
"mercury"	8
"mermaid"	8
"mesh"	8
"messengers"	8
"metabolizability"	8
"metaxylem"	8
"method)"	8
"methodological"	8
"methyure"	8
"mfb"	8
"mg/l)"	8
"&mgr"	8
"mha1"	8
"microl"	8
"micromol/l"	8
"microsome"	8
"microtubule-associated"	8
"mid-"	8
"midpoint"	8
"midwestern"	8
"mig"	8
"milk/d"	8
"mine"	8
"miniature1"	8
"mini-silos"	8
"minority"	8
"(mips)"	8
"mir164"	8
"(mirna)"	8
"misdivision"	8
"ml/l"	8
"(mnp)"	8
"moa"	8
"mobilis"	8
"model)"	8
"moench)"	8
"moench]"	8
"moniliformin"	8
"monolignols"	8
"monopartite"	8
"monosulfuron"	8
"monoxide"	8
"monthly"	8
"mosses"	8
"moves"	8
"(m(r)"	8
"ms)"	8
"(mstv)"	8
"msv-mata"	8
"mucins"	8
"multicarbohydrase"	8
"[mu]m"	8
"(musa"	8
"mushrooms"	8
"(mya)"	8
"myb12"	8
"mycotoxigenic"	8
"(naa)"	8
"nad1"	8
"nad-dependent"	8
"nadp+"	8
"naha"	8
"(nam)"	8
"(nan)"	8
"nanomolar"	8
"nanosilica"	8
"naphthalene"	8
"naringenin"	8
"narrower"	8
"natal"	8
"nc1"	8
"ncs1"	8
"nd40"	8
"ndhc"	8
"ndhk"	8
"necessitates"	8
"neutrality"	8
"neutralizing"	8
"nf"	8
"nfya5"	8
"nicotinate"	8
"nil"	8
"(nils)"	8
"nipponbare)"	8
"nkd1"	8
"n-nitrosamines"	8
"noctuid"	8
"non-c4"	8
"non-competitive"	8
"nonenzymatic"	8
"non-esterified"	8
"nonphotochemical"	8
"nonphytate"	8
"non-seed"	8
"norm"	8
"note"	8
"noticeably"	8
"no-till"	8
"npk"	8
"(npq)"	8
"npt"	8
"(nr"	8
"nrt2"	8
"(nsp)"	8
"nsp)"	8
"nt)"	8
"ntaqp1"	8
"nucleophilic"	8
"observing"	8
"obstruction"	8
"occasions"	8
"occupies"	8
"octameric"	8
"octopine"	8
"odorants"	8
"ogtt"	8
"ok"	8
"oklahoma"	8
"oleracea)"	8
"[on"	8
"on-site"	8
"ontogeny"	8
"op-6/o2o2"	8
"operator"	8
"operon-like"	8
"optimally"	8
"orchard"	8
"(organic"	8
"oriental"	8
"orleans"	8
"orpinomyces"	8
"orts"	8
"oryzalin"	8
"oserebp1"	8
"osgai"	8
"osgapdh"	8
"osgpx1"	8
"oshats"	8
"oshir1"	8
"osmolyte"	8
"ostzf1"	8
"oswr1"	8
"ouchterlony"	8
"outline"	8
"ox"	8
"oxidant"	8
"oxygenic"	8
"p="	8
"(p<0·05)"	8
"p33"	8
"p-450obt"	8
"p50"	8
"pa18"	8
"paf"	8
"page)"	8
"(pal)"	8
"para"	8
"parities"	8
"pat14"	8
"pathogen-induced"	8
"pave"	8
"pbaa"	8
"pbf-1"	8
"pcc6803"	8
"pcr-amplified"	8
"pcv2"	8
"pdil"	8
"pearson"	8
"peculiar"	8
"pen1"	8
"pentapeptide"	8
"pentosaceus"	8
"(pepc-pk)"	8
"peptidyl"	8
"peptidyl-trna"	8
"perceiving"	8
"perilla"	8
"persons"	8
"pfam"	8
"phd"	8
"phd-finger"	8
"phenological"	8
"phenotyping"	8
"phenylpropanoids"	8
"pheromones"	8
"phosphoglucan"	8
"phosphohydrolase"	8
"phosphorylatable"	8
"phosphorylating"	8
"photoconversion"	8
"photoreceptors"	8
"phragmoplasts"	8
"phyllopogon"	8
"physiochemical"	8
"phytates"	8
"phytochemical"	8
"phytochromes"	8
"pi(l)"	8
"pinto"	8
"(pip)"	8
"pitfall"	8
"pkci-1"	8
"pks1"	8
"planar"	8
"planck"	8
"planex"	8
"(plant"	8
"plant-associated"	8
"planthoppers"	8
"plantlet"	8
"(plasma"	8
"player"	8
"plethora"	8
"plp"	8
"pmol/mg"	8
"pmr"	8
"pms"	8
"pnm"	8
"polarities"	8
"pollen)"	8
"pollinated"	8
"polyester"	8
"polygalacturonase"	8
"polygalacturonases"	8
"polygenic"	8
"polyketides"	8
"poly-l-proline"	8
"polylysine"	8
"polyp"	8
"polyploidy"	8
"polytechnic"	8
"pomace"	8
"popped"	8
"porc"	8
"porosity"	8
"porphyrin"	8
"postmolt"	8
"postpollination"	8
"post-pollination"	8
"postruminally"	8
"posttranslationally"	8
"potentiated"	8
"poznan"	8
"ppr1"	8
"p-protein"	8
"predates"	8
"predicated"	8
"predominately"	8
"prefoldin"	8
"pre-meiotic"	8
"pre-mirnas"	8
"premise"	8
"presence/absence"	8
"(previously"	8
"(primarily"	8
"primed"	8
"problematic"	8
"proceeded"	8
"prognosis"	8
"promiscuous"	8
"promoter)"	8
"protoxylem"	8
"proxy"	8
"psbd-psbc"	8
"psbe"	8
"psbg"	8
"psbrc1"	8
"pscnx"	8
"pseudo"	8
"[psi]w"	8
"psk-α"	8
"(pt)"	8
"pulvini"	8
"pups"	8
"pvsbe2"	8
"pyridoxine"	8
"qds"	8
"qi319-96"	8
"qqs"	8
"quails"	8
"quanta"	8
"quenched"	8
"questionable"	8
"questioned"	8
"radiata"	8
"ramosa2"	8
"rap1"	8
"ras2"	8
"ras-grf1"	8
"(rbcl)"	8
"rb-related"	8
"rd22"	8
"rda"	8
"readthrough"	8
"recalls"	8
"recombine"	8
"recycle"	8
"reed"	8
"refolded"	8
"refuse"	8
"reliably"	8
"relying"	8
"remodelling"	8
"renaturation"	8
"render"	8
"rendering"	8
"renders"	8
"repaired"	8
"replaces"	8
"replicon"	8
"residing"	8
"resilience"	8
"resistance-related"	8
"restrictions"	8
"retail"	8
"retentate"	8
"retentions"	8
"retrieval"	8
"revert"	8
"rewatering"	8
"rgm"	8
"rhamnogalacturonan"	8
"rhamnose"	8
"rho"	8
"rhodococcus"	8
"richness"	8
"ricinus"	8
"(ril)"	8
"(rils)"	8
"rind"	8
"riparian"	8
"rises"	8
"rojo"	8
"rolb"	8
"root-tip"	8
"rootworm-resistant"	8
"rosario"	8
"rotary"	8
"rots"	8
"rpd3/hda1"	8
"rps6"	8
"rsd"	8
"rsm1"	8
"rth3"	8
"rules"	8
"runs"	8
"s170"	8
"saccharopine"	8
"safflower-seed"	8
"sales"	8
"samples)"	8
"sarguja"	8
"saskatchewan"	8
"satisfy"	8
"sbe2a"	8
"sbh1"	8
"scales"	8
"scd"	8
"scf"	8
"scfas"	8
"scmv1"	8
"scp"	8
"(sd)"	8
"(secale"	8
"seconds"	8
"secretes"	8
"secreting"	8
"secs"	8
"selaginella"	8
"selection-candidate"	8
"semisynthetic"	8
"semolina"	8
"separator"	8
"serra"	8
"serrs"	8
"sessile"	8
"settings"	8
"sevenfold"	8
"sfs"	8
"sgf"	8
"shea"	8
"sheets"	8
"shenzhen"	8
"shortening"	8
"shrunken2"	8
"shrunken-2"	8
"sibling"	8
"side-chain"	8
"sieves"	8
"sieving"	8
"silique"	8
"simpler"	8
"siroheme"	8
"s-locus"	8
"slopes"	8
"smu1"	8
"socio-demographic"	8
"soil)"	8
"(sorghum)"	8
"southeast"	8
"sp)"	8
"sp1"	8
"spds"	8
"sperms"	8
"spinal"	8
"sporophyte"	8
"spring-"	8
"squamous"	8
"(srmv)"	8
"srs72ne"	8
"ssps"	8
"(st)"	8
"stacks"	8
"stage)"	8
"staged"	8
"standardize"	8
"stands"	8
"staphylinid"	8
"starch-protein"	8
"statolith"	8
"statoliths"	8
"stc1"	8
"stcs"	8
"steam-flaking"	8
"steric"	8
"steroids"	8
"stg"	8
"stop1"	8
"straight"	8
"straightforward"	8
"subdomain"	8
"subjective"	8
"subsistence"	8
"substantiated"	8
"subunit)"	8
"sugar-beet"	8
"sulphide"	8
"sup"	8
"superose"	8
"supplement)"	8
"suppressible"	8
"surfactants"	8
"sv-mwlmv"	8
"svr7"	8
"swapping"	8
"swc"	8
"(sweet"	8
"switchback"	8
"symbionts"	8
"syringyl"	8
"t10"	8
"t1/2"	8
"t25"	8
"tabx4"	8
"taho1"	8
"tai"	8
"taiwan"	8
"tajima"	8
"talk"	8
"talls1"	8
"tanks"	8
"tas"	8
"taxonomy"	8
"tcl"	8
"tdf"	8
"tempe"	8
"tendencies"	8
"-terminal"	8
"testes"	8
"tetrads"	8
"text]"	8
"texturized"	8
"tfl1"	8
"thc6"	8
"thermophila"	8
"thirty-three"	8
"thoracic"	8
"three-"	8
"thymidine"	8
"tilling"	8
"tlps"	8
"(tme)"	8
"tmp"	8
"tmr)"	8
"(tobacco"	8
"tpl"	8
"tps46"	8
"tracts"	8
"trans-9"	8
"transactivated"	8
"trans-activation"	8
"transduced"	8
"transketolase"	8
"transposon-induced"	8
"tre6p"	8
"tri7"	8
"trial)"	8
"triosephosphate"	8
"triplets"	8
"trna(tyr)"	8
"trust"	8
"(ts)"	8
"ts4"	8
"tub1"	8
"tub3"	8
"tubules"	8
"tubulins"	8
"twenty-five"	8
"twenty-seven"	8
"twenty-three"	8
"type-i"	8
"tyramine"	8
"u937"	8
"uag"	8
"uba"	8
"(ubi)"	8
"udder"	8
"ufa"	8
"ufl"	8
"umpde1"	8
"un"	8
"uncompetitive"	8
"uncovering"	8
"und"	8
"underestimated"	8
"underestimation"	8
"underscore"	8
"undertook"	8
"undetected"	8
"ungerminated"	8
"unitary"	8
"units/mg"	8
"unlabelled"	8
"unlimited"	8
"unrecognized"	8
"unreported"	8
"unsieved"	8
"unstressed"	8
"u-rich"	8
"usp"	8
"utah"	8
"value-added"	8
"valued"	8
"vanadate-sensitive"	8
"v-atpases"	8
"vel2"	8
"verticillata"	8
"vfenod18"	8
"vibrating"	8
"vibrio"	8
"vienna"	8
"vigo"	8
"virgifera)"	8
"viviparous-1"	8
"v-myb"	8
"voc"	8
"volunteer"	8
"v/v)"	8
"(w"	8
"w182e)"	8
"watering"	8
"(waxy"	8
"wcgf-corn"	8
"(wdv)"	8
"web-based"	8
"(weight"	8
"well-established"	8
"wildtype"	8
"win3"	8
"wlm"	8
"worked"	8
"world-wide"	8
"wp"	8
"wpc"	8
"wr"	8
"w-s"	8
"xanthine"	8
"xerophthalmia"	8
"xiamen"	8
"yam"	8
"yangling"	8
"yangzhou"	8
"ycw"	8
"yfp"	8
"ygl-1"	8
"yre"	8
"zcn"	8
"[zea"	8
"zealexins"	8
"(zeins)"	8
"zimbabwe"	8
"zinc-finger"	8
"zip"	8
"zmaba2"	8
"zmalmt2"	8
"zmbzip72"	8
"zmbzip91"	8
"zmchc1"	8
"zmcipk16"	8
"zmdwf4"	8
"zmers1b"	8
"zmetr2b"	8
"zmf3"	8
"zmhdz10"	8
"zmirt1"	8
"zmnac84"	8
"zmnf-ya"	8
"zmnip2"	8
"zmpao"	8
"zmpip"	8
"zmpk1"	8
"zmpr4"	8
"zmptac12"	8
"zmsapk8"	8
"zmtac1"	8
"zmzip"	8
"zmzip7"	8
"zn(2+)"	8
"zn2+"	8
"znaa"	8
"znf-an1"	8
"znso4"	8
"zssiib"	8
"α-globulin"	8
"α-tocopherol"	8
"β-amylase"	8
"β-amylolysis"	8
"β-casein"	8
"β-oxidation"	8
"γ"	8
"γ-zeins"	8
"δ(13)"	8
"δ-zein"	8
"(+"	7
"∼"	7
"$0"	7
"000g"	7
"009"	7
"0110"	7
"013"	7
"0600"	7
"[1"	7
"100083"	7
"1005"	7
"10l"	7
"(110"	7
"110001"	7
"-12"	7
"(12%"	7
"(120"	7
"125i-labelled"	7
"1260"	7
"12co2"	7
"13-kda"	7
"140%"	7
"[14c]"	7
"14d"	7
"14n"	7
"1530"	7
"156"	7
"15-kda"	7
"16th"	7
"1-7"	7
"189"	7
"(19%"	7
"1980s"	7
"(1984)"	7
"1985"	7
"(1987)"	7
"199"	7
"1990s"	7
"(1991)"	7
"1992"	7
"(1992)"	7
"1b"	7
"(1)biological"	7
"1d"	7
"(1)dairy"	7
"(1)food"	7
"(1)syngenta"	7
"(1)us"	7
"<2"	7
"(2%)"	7
"2015"	7
"2016"	7
"207"	7
"20e"	7
"(21%)"	7
"212013"	7
"217"	7
"21-day"	7
"21-d-old"	7
"223"	7
"237"	7
"(250"	7
"259"	7
"25-kd"	7
"267"	7
"27-"	7
"27695"	7
"(28%)"	7
"28s"	7
"290"	7
"2-dimensional"	7
"2f5"	7
"2-naa"	7
"2-week-old"	7
"2-year"	7
"300-fold"	7
"302"	7
"305-8602"	7
"306"	7
"309"	7
"30-h"	7
"323"	7
"335"	7
"33-kd"	7
"344"	7
"347"	7
"3a"	7
"[3h]acifluorfen"	7
"3-kb"	7
"3-kinase"	7
"3l"	7
"3pga"	7
"3-week"	7
"(4%"	7
"(40%)"	7
"413"	7
"440"	7
"(45%"	7
"45%)"	7
"(450"	7
"452"	7
"4-7"	7
"490"	7
"496"	7
"4-benzoxazin-3(4h)-one"	7
"4-hil"	7
"4l"	7
"4-week"	7
"50-"	7
"5-3"	7
"531"	7
"537"	7
"54)"	7
"(55%"	7
"556"	7
"5-6"	7
"56)"	7
"560"	7
"58-kd"	7
"5-hydroxynorvaline"	7
"5-kda"	7
"(60%"	7
"60-kda"	7
"62nd"	7
"635"	7
"636"	7
"661"	7
"682"	7
"684"	7
"6-benzylaminopurine"	7
"6-week"	7
"(7)"	7
"(72%)"	7
"72%)"	7
"72 h"	7
"76)"	7
"760"	7
"(78"	7
"(78%)"	7
"7-8"	7
"783"	7
"79)"	7
"7bl"	7
"(8)"	7
"(8%"	7
"(8%)"	7
"(800"	7
"8000"	7
"81)"	7
"82)"	7
"84-d"	7
"852"	7
"(87"	7
"88)"	7
"880"	7
"892"	7
"9-"	7
"920"	7
"92037"	7
"92093"	7
"93)"	7
"94)"	7
"(95"	7
"960"	7
"972"	7
"(99"	7
"a1/a1"	7
"a30"	7
"a38"	7
"aba-mediated"	7
"abi1"	7
"abraded"	7
"abrupt"	7
"aca"	7
"accase1"	7
"accase240"	7
"accelerates"	7
"accept"	7
"accompanies"	7
"accumulations"	7
"acg"	7
"acids/kg"	7
"acid-soluble"	7
"acp"	7
"acquiring"	7
"(acs)"	7
"actinidin"	7
"ada"	7
"additivity"	7
"adherent"	7
"adjustments"	7
"advancement"	7
"advocated"	7
"afford"	7
"aflatoxigenic"	7
"aforementioned"	7
"agglutination"	7
"agricultura"	7
"agriculture/institute"	7
"ahas1"	7
"ahdmt1"	7
"aia"	7
"ailp"	7
"ain-93g"	7
"airborne"	7
"airflow"	7
"airways"	7
"ak-hsdh"	7
"alan"	7
"album"	7
"(aldh)"	7
"alien"	7
"align"	7
"aligning"	7
"alkaloid"	7
"alpha1"	7
"alpha-cypermethrin"	7
"alpha-globulin"	7
"am1-489"	7
"ambiguous"	7
"americanum"	7
"aminoacid"	7
"aminoaldehyde"	7
"aminopeptidases"	7
"amoa"	7
"-amp"	7
"amplicons"	7
"amylopectins"	7
"amylose-extender"	7
"amylose-lipid"	7
"anaemic"	7
"analyzer"	7
"anapx"	7
"and(or)"	7
"angoumois"	7
"anisopliae"	7
"annotate"	7
"anterior"	7
"anthocyanin-rich"	7
"anthracis"	7
"anthraquinones"	7
"antibody-based"	7
"anticoagulant"	7
"anticodon"	7
"antigen-specific"	7
"aorta"	7
"aox2"	7
"ap-1"	7
"apocarotenoid"	7
"aptamers"	7
"apv1"	7
"(aqps)"	7
"argued"	7
"arkansas"	7
"aroma"	7
"(around"	7
"arp"	7
"arrests"	7
"asc"	7
"ascites"	7
"(ascorbate"	7
"ashes"	7
"aside"	7
"asr1"	7
"assemblage"	7
"assimilatory"	7
"assure"	7
"ast"	7
"(ast)"	7
"asymptotic"	7
"atao-2"	7
"atapx1"	7
"atccd7"	7
"atg8"	7
"atmyb6"	7
"atnhx1"	7
"atoxigenic"	7
"(atp"	7
"atropurpureum"	7
"atroviride"	7
"atsat32"	7
"attainment"	7
"attending"	7
"attenuating"	7
"autoactivation"	7
"autoregulation"	7
"autumn"	7
"auxin-dependent"	7
"auxin-inducible"	7
"auxin-regulated"	7
"avre-family"	7
"awareness"	7
"axils"	7
"b1/b2"	7
"b37"	7
"b49"	7
"b50s"	7
"b-9052"	7
"bacitracin"	7
"bakery"	7
"baltimore"	7
"banks"	7
"barbara"	7
"bark"	7
"(barley)"	7
"bbrmv"	7
"bbtv"	7
"(bcs)"	7
"bdcad3"	7
"bddgs2"	7
"bdmads2"	7
"beers"	7
"bef"	7
"beijerinckii"	7
"benchmark"	7
"beta-amylolysis"	7
"beta-mercaptoethanol"	7
"beta-sheets"	7
"(betl)"	7
"(bfa)"	7
"b-function"	7
"bg"	7
"bhba"	7
"bidentis"	7
"bifactorial"	7
"binders"	7
"bioavailabilities"	7
"biociências"	7
"bioreactors"	7
"biosynthesis)"	7
"(bip)"	7
"bi-parental"	7
"biscuits"	7
"bisglycinate"	7
"blade-sheath"	7
"blade/sheath"	7
"blockage"	7
"blockers"	7
"blt4"	7
"blue-sepharose"	7
"bonded"	7
"booster"	7
"borer)"	7
"bottlenecks"	7
"bp-80"	7
"bpx"	7
"br3-3x"	7
"bradford"	7
"bradyrhizobium"	7
"brand"	7
"brans"	7
"brc1"	7
