FRAMEID	COMMONNAME	SMILES	INCHI	CLASS?
1-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE	neoglucobrassicin	CON1C3CCCCCCC1CCNOSOO[O-]SC2OCCOCOCOCO23	InChI1S/C17H22N2O10S2/c1-27-19-7-910-4-2-3-5-1110196-1318-29-3124252630-17-162315221421128-2028-17/h2-571214-1720-23H68H21H3H242526/p-1/b18-13+/t12-14-15+16-17+/m1/s1	false
CPD-9134	4-methyl-5-nitrocatechol	CC1C[N+]O[O-]CCCC1OO	InChI1S/C7H7NO4/c1-4-2-697103-5481112/h2-39-10H1H3	false
CPD-7417	<i>cis</i>-coumarinic acid-&beta;-<i>D</i>-glucoside	CC2OCOC1CCCCC1CCCO[O-]CCC2OOOO	InChI1S/C15H18O8/c16-7-10-1219132014211523-1022-9-4-2-1-3-895-6-111718/h1-61012-1619-21H7H2H1718/p-1/b6-5-/t10-12-13+14-15-/m1/s1	false
N1-METHYLADENINE	<i>N</i><sup>1</sup>-methyladenine	CN2CNC1CNCN1CN2	InChI1S/C6H7N5/c1-11-3-10-6-451178-2-9-6/h2-3H7H21H3	false
CPDQT-299	8-methylsulfinyloctyl glucosinolate	CSOCCCCCCCCCNOSOO[O-]SC1OCCOCOCOCO1	InChI1S/C16H31NO10S3/c1-29229-7-5-3-2-4-6-8-1217-27-3023242528-16-1521142013191110-1826-16/h1113-1618-21H2-10H21H3H232425/p-1/b17-12+/t11-13-14+15-16+29?/m1/s1	false
CPD-16439	7-deoxyloganetin	CC1CC[CH]2[CH]1COOCCCOCO2	InChI1S/C11H16O4/c1-6-3-4-7-8101214-25-15-1113967/h5-791113H3-4H21-2H3/t6-7+9+11+/m0/s1	false
CPD-12126	menaquinol-<i>9</i>	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CCCOC2CCCCCCO12C	InChI1S/C56H82O2/c1-42222-14-23-43324-15-25-44426-16-27-45528-17-29-46630-18-31-47732-19-33-48834-20-35-49936-21-37-501040-41-52-5111555753-38-12-13-39-5453565258/h12-13222426283032343638-4057-58H14-21232527293133353741H21-11H3/b43-24+44-26+45-28+46-30+47-32+48-34+49-36+50-40+	false
CPD-7526	99'-di-<i>cis</i>-&zeta;-carotene	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC	InChI1S/C40H60/c1-33219-13-23-37727-17-31-39929-15-25-35521-11-12-22-36626-16-30-401032-18-28-38824-14-20-3434/h11-1215-1619-2225-30H13-1417-1823-2431-32H21-10H3/b12-11+25-15+26-16+35-21+36-22+37-27+38-28+39-29-40-30-	false
CPD-12355	1617-dihydro-16&alpha;17-dihydroxy gibberellin A<sub>4</sub>	CC12CCCC3OC1O[CH]2CC45CCCC[CH]34COC5COC[O-]OO	InChI1S/C19H26O7/c1-16-11214-5-1926-15162410-3-2-9-6-17107-189258-2012131619142223/h9-1320-2125H2-8H21H3H2223/p-1/t9-10-11+12-13-16+17-18+19?/m1/s1	false
L-1-GLYCERO-PHOSPHORYLCHOLINE	<i>sn</i>-glycero-3-phosphocholine	C[N+]CCCCOP[O-]OOCCOCO	InChI1S/C8H20NO6P/c1-9234-5-14-16121315-7-8116-10/h810-11H4-7H21-3H3/t8-/m1/s1	false
ACETYL-P	acetyl phosphate	CCOP[O-]O[O-]O	InChI1S/C2H5O5P/c1-237-8456/h1H3H2456/p-2	false
TRANS-CINNAMOYL-BETA-D-GLUCOSE	<i>trans</i>-cinnamoyl-&beta;-D-glucoside	C2CCCCCCOOC1OCCOCOCOCO1CC2	InChI1S/C15H18O7/c16-8-10-1218131914201521-1022-11177-6-9-4-2-1-3-5-9/h1-71012-1618-20H8H2/b7-6+/t10-12-13+14-15+/m1/s1	false
|X-DMAN-HEX-1:5|	x-dman-HEX-1:5	null	null	false
SARCOSINE	sarcosine	C[N+]CCO[O-]	InChI1S/C3H7NO2/c1-4-2-356/h4H2H21H3H56	false
DTDP-GROUP	dTDP group	CC1CNCONCO1C2CCOCCOPO[O-]OPO[O-]OO2	null	false
CPD-1484	Al<SUP>3+</SUP>	[Al+++]	InChI1S/Al/q+3	false
THZ-P	4-methyl-5-2-phosphooxyethylthiazole	CC1NCSCCCOP[O-]O[O-]1	InChI1S/C6H10NO4PS/c1-5-613-4-7-52-3-11-128910/h4H2-3H21H3H28910/p-2	false
CPD-6744	D-<i>myo</i>-inositol126trisphosphate	C1OCOCOP[O-]O[O-]COP[O-][O-]OCOP[O-][O-]OCO1	InChI1S/C6H15O15P3/c7-1-28419-22101112621-24161718531920-23131415/h1-9HH2101112H2131415H2161718/p-6/t1-2-3+4-5-6-/m1/s1	false
CPD-10792	2-amino-37-dideoxy-D-threo-hept-6-ulosonate	CCOCOCOCC[N+]C[O-]O	InChI1S/C7H13NO5/c1-396115102-4871213/h4-610-11H28H21H3H1213/t4-5+6+/m0/s1	false
CPD-406	N-methylethanolamine phosphate	C[N+]CCOP[O-][O-]O	InChI1S/C3H10NO4P/c1-4-2-3-8-9567/h4H2-3H21H3H2567/p-1	false
35-DICHLOROCATECHOL	35-dichlorocatechol	C1CClCCCCCl1OO	InChI1S/C6H4Cl2O2/c7-3-1-48610592-3/h1-29-10H	false
ANILINE	aniline	C1CCCNCC1	InChI1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H7H2	false
CPD-12487	petivericin	CSOSCC1CCCCC1C2CCCCC2	InChI1S/C14H14OS2/c15-1712-14-9-5-2-6-10-1416-11-13-7-3-1-4-8-13/h1-10H11-12H2	false
DI-H-URACIL	56-dihydrouracil	C1NCCCN1OO	InChI1S/C4H6N2O2/c7-3-1-2-5-486-3/h1-2H2H25678	false
NAD	NAD<sup>+</sup>	C1CCCC[N+]1C5OCCOPO[O-]OPO[O-]OCC2OCCOCO2N4CNC3CNNCNC34COCO5CNO	InChI1S/C21H27N7O14P2/c22-17-12-1925-7-24-17288-26-1221-163214301141-216-39-44363742-43343538-5-10-132915312040-1027-3-1-2-94-27182333/h1-47-810-1113-1620-2129-32H5-6H2H5-222324253334353637/p-1/t10-11-13-14-15-16-20-21-/m1/s1	false
EDTA	EDTA	CC[N+]CC[O-]OCC[O-]O[N+]CC[O-]OCC[O-]O	InChI1S/C10H16N2O8/c13-7143-114-815161-2-125-917186-101920/h1-6H2H1314H1516H1718H1920/p-2	false
MEVALONATE	<i>R</i>-mevalonate	CCOCCOCCO[O-]	InChI1S/C6H12O4/c1-6102-3-74-589/h710H2-4H21H3H89/p-1/t6-/m1/s1	false
PPI	diphosphate	OPOOP[O-][O-]O[O-]	InChI1S/H4O7P2/c1-8237-9456/hH2123H2456/p-3	false
CPD-13655	pyrethrin I	CCCCCC2CCCOCOC1CC1CCCCCCCCO2	InChI1S/C21H28O3/c1-7-8-9-10-15-1441812-17152224-202319-1611-1323211956/h7-9111618-19H11012H22-6H3/b9-8-/t16-18+19+/m1/s1	false
BETAINE-ALDEHYDE-HYDRATE	betaine aldehyde hydrate	C[N+]CCCOOC	InChI1S/C5H14NO2/c1-6234-578/h57-8H4H21-3H3/q+1	false
CPD-10448	2-hydroxylamino-46-dinitrotoluene-O-glucoside	CC2CNOC1OCCOCOCOCO1CC[N+]O[O-]CC[N+][O-]O2	InChI1S/C13H17N3O10/c1-5-72-61521223-8516232414-26-13-12201119101894-1725-13/h2-39-1417-20H4H21H3/t9-10-11+12-13?/m1/s1	false
L-DEHYDRO-ASCORBATE	L-dehydro-ascorbate	COCOC1COCOCOO1	InChI1S/C6H6O6/c7-1-285-3941061112-5/h257-8H1H2/t2-5?/m0/s1	false
CPD-12759	<i>S</i>-&beta;-macrocarpene	CC1CCCCC1C2CCCCCCC2	InChI1S/C15H24/c1-12-6-8-139-7-1214-5-4-10-152311-14/h5-613H47-11H21-3H3/t13-/m1/s1	false
CPD-14298	26-dioxo-6-phenylhexa-3-enoate	C[O-]OCCCCCC1CCCCC1OO	InChI1S/C12H10O4/c13-109-5-2-1-3-6-97-4-8-1114121516/h1-68H7H2H1516/p-1/b8-4+	false
CPD-15158	5-hydroxy-CMP	CC2CCOCN1CNCCOC1NOO2OOP[O-][O-]O	InChI1S/C9H14N3O9P/c10-7-3131-1291611-78-615514421-82-20-22171819/h14-6813-15H2H2H2101116H2171819/p-2/t4-5-6-8-/m1/s1	false
CPD-9903	34-dihydroxy-5-<i>all-trans</i>-heptaprenylbenzoate	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CCCCC[O-]OC1OOCCCCCC	InChI1S/C42H62O4/c1-31215-9-16-32317-10-18-33419-11-20-34521-12-22-35623-13-24-36725-14-26-37827-28-38-29-3942454630-4043413844/h1517192123252729-3043-44H9-1416182022242628H21-8H3H4546/p-1/b32-17+33-19+34-21+35-23+36-25+37-27+	false
6Z8E10E14Z-5S12R-512-DIHYDROXYI	leukotriene B<sub>4</sub>	CCCCCCCCCOCCCCCCCOCCCCO[O-]	InChI1S/C20H32O4/c1-2-3-4-5-6-9-13-182114-10-7-8-11-15-192216-12-17-202324/h6-1114-1518-1921-22H2-512-1316-17H21H3H2324/p-1/b8-7+9-6-14-10+15-11-/t18-19-/m1/s1	false
D-MYO-INOSITOL-4-PHOSPHATE	1D-<i>myo</i>-inositol 4-monophosphate	C1OCOCOCOPO[O-][O-]COCO1	InChI1S/C6H13O9P/c7-1-28410651131915-16121314/h1-11HH2121314/p-2/t1-2-3-4+5-6-/m0/s1	false
CPD-12570	tricetin	C1COCOCOCC1C2OC3CC[O-]CCOCCOC23	InChI1S/C15H10O7/c16-7-3-81714-9185-1222-13144-76-1-1019152111202-6/h1-516-1719-21H/p-1	false
HEXANAL	1-hexanal	CCCCC[CH]O	InChI1S/C6H12O/c1-2-3-4-5-6-7/h6H2-5H21H3	false
CPD-15190	3-hexaprenyl-4-aminobenzoate	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CCCCCN1CO[O-]	InChI1S/C37H55NO2/c1-28213-8-14-29315-9-16-30417-10-18-31519-11-20-32621-12-22-33723-24-34-27-3537394025-26-363438/h13151719212325-27H8-1214161820222438H21-7H3H3940/p-1/b29-15+30-17+31-19+32-21+33-23+	false
CPD-602	5-amino-6-5-phospho-D-ribosylaminouracil	COPO[O-][O-]C1OCCOCO1NC2CNCONCON2	InChI1S/C9H15N4O9P/c10-3-612-91713-731611-8-515414222-81-21-23181920/h24-5814-15H110H2H2181920H31112131617/p-2/t2-4-5-8-/m1/s1	false
3-HYDROXY-3-METHYL-GLUTARYL-COA	<i>S</i>-3-hydroxy-3-methylglutaryl-CoA	CCCCOCONCCCONCCSCOCCCOCCO[O-]COPOOPOOCC1COP[O-]O[O-]COCO1N3C2CCNNCN2NC3[O-][O-]	InChI1S/C27H44N7O20P3S/c1-2622140244130-5-4-153529-6-7-58-17389-273428-16363711-51-57484954-56464750-10-14-2053-5543444519392552-1434-13-33-18-222831-12-32-231834/h12-1419-212539-4042H4-11H21-3H3H2935H3041H3637H4647H4849H2283132H2434445/p-5/t14-19-20-21+25-27+/m1/s1	false
CPD-3946	22<i>S</i>24<i>R</i>-22-hydroxy-5&alpha;-ergostan-3-one	CCCCCCCOCC[CH]3CC[CH]4[CH]2CC[CH]1CCOCCCC1[CH]2CCCC34	InChI1S/C28H48O2/c1-17218315-263019423-9-10-24-22-8-7-20-16-212911-13-27205252212-14-2823246/h17-2022-2630H7-16H21-6H3/t18-19+20+22+23-24+25+26+27+28-/m1/s1	false
CPD0-2472	<i>R</i>-NADHX	C1CCCCON1C5OCCOPO[O-]OPO[O-]OCC2OCCOCO2N4CNC3CNNCNC34COCO5CNO	InChI1S/C21H31N7O15P2/c22-17-12-1925-6-24-17287-26-1221-163314311042-215-40-45373843-44353639-4-9-133015322041-927-3-81823341-2-112729/h36-79-1113-1620-2129-33H1-24-5H2H22334H3536H3738H2222425/p-2/t9-10-11-13-14-15-16-20-21-/m1/s1	false
CPD-13540	kauralexin A2	CC12CCCCC1CCC34C2CCCC3CC4C[O-]OCC[O-]O	InChI1S/C20H30O4/c1-18-7-3-8-19217232414186-9-20-10-124-5-1518201311-20162122/h12-15H3-11H21-2H3H2122H2324/p-2	false
CPD-11230	indole-3-acetyl-tryptophan	C3NC4CCCCNCCC2C1CCCCC1NC2OC[O-]O3CCCC4	InChI1S/C21H19N3O3/c25-2010-14-12-23-18-8-4-2-6-16141824-192126279-13-11-22-17-7-3-1-5-151317/h1-811-121922-23H9-10H2H2425H2627/p-1	false
2-DEOXY-D-GLUCOSE-6-PHOSPHATE	2-deoxy-D-glucose 6-phosphate	COPO[O-][O-]C1OCOCCOCO1	InChI1S/C6H13O8P/c7-3-1-5814-46392-13-15101112/h3-9H1-2H2H2101112/p-2/t3-4-5+6+/m1/s1	false
2-METHYL-ACETO-ACETYL-COA	2-methylacetoacetyl-CoA	CCCSCCNCOCCNCOCOCCCCOPOOPOOCC1COP[O-]O[O-]COCO1N3C2CCNNCN2NC3[O-][O-]OCOC	InChI1S/C26H42N7O18P3S/c1-1314234253955-8-7-28-16355-6-29-23382037263410-48-54454651-53434447-9-15-1950-5240414218362449-1533-12-32-17-212730-11-31-221733/h11-131518-202436-37H5-10H21-4H3H2835H2938H4344H4546H2273031H2404142/p-4/t13?15-18-19-20+24-/m1/s1	false
CPD-13667	11-oxo-&beta;-amyrin	CC3CC4C2CCOC5C1CCCCC1CCCC2CCCCC34CC5CCCOCC	InChI1S/C30H48O2/c1-25213-14-27515-16-29719202718-2517-213124-28611-10-2332263422289-12-3024298/h172022-2432H9-1618H21-8H3/t20?22?23-24?27+28-29+30+/m0/s1	false
ZN+2	Zn<SUP>2+</SUP>	[Zn++]	InChI1S/Zn/q+2	false
CPD-16760	linuron	CNOCCONC1CCCClCC1Cl	InChI1S/C9H10Cl2N2O2/c1-1315-291412-6-3-4-7108115-6/h3-5H1-2H3H1214	false
3-METHYLSULFINYLPROPYL-GLUCOSINOLATE	glucoiberin	CSOCCCCNOSOO[O-]SC1OCCOCOCOCO1	InChI1S/C11H21NO10S3/c1-24174-2-3-712-22-2518192023-11-101691581465-1321-11/h68-1113-16H2-5H21H3H181920/p-1/b12-7+/t6-8-9+10-11+24?/m1/s1	false
CPD-15699	<i>aldehydo</i>-L-arabinose	[CH]OCOCOCOCO	InChI1S/C5H10O5/c6-1-38510492-7/h13-57-10H2H2/t3-4-5+/m0/s1	false
CPD-15318	&alpha;-D-ribose 5-phosphate	COP[O-]O[O-]C1COCOCOO1	InChI1S/C5H11O8P/c6-3-21-12-149101113-58437/h2-8H1H2H291011/p-2/t2-3-4-5+/m1/s1	false
CPD-14755	aureobasidin A	CCCCC2NCOC4CCCNCOCNCCCCC1CCCCC1NCOCNCCOCCCCCOCOCCOCCNCCOCCCCCNCCCCCNCCO2OCCCOCC3CCCCC34	InChI1S/C60H92N8O11/c1-17-38946-57756514473656527061-4232-3534557367165060111278597779-49391018-258766615483778537162-4333-40-26-21-19-22-27-40547264134534-41-28-23-20-24-29-41567468-31-25-30-4468516963-46/h19-2426-2935-3942-5078H17-182530-34H21-16H3H6170H6271H6369/t38-39?42-43-44-45-46-47-48-49+50+/m0/s1	false
CPD-305	tauropine	CCCO[O-][N+]CCSO[O-]O	InChI1S/C5H11NO5S/c1-45786-2-3-1291011/h46H2-3H21H3H78H91011/p-1/t4-/m1/s1	false
CPD-290	35-cyclohexadiene-12-diol-1-carboxylate	C[O-]OC1OCCCCCO1	InChI1S/C7H8O4/c8-5-3-1-2-4-75116910/h1-5811HH910/p-1/t5-7+/m0/s1	false
CPD-4126	5-dehydroavenasterol	CCCCCCCCCC[CH]3CC[CH]4C2CCC1CCOCCCC1[CH]2CCCC34	InChI1S/C29H46O/c1-7-2119239-8-20425-12-13-26-24-11-10-22-18-233014-16-28225272415-17-2925266/h710-1119-202325-2730H8-912-18H21-6H3/b21-7-/t20-23+25-26+27+28+29-/m1/s1	false
CPD66-34	12-dipalmitoylglycerol	CCCCCCCCCCCCCCCCOCCOCOCCCCCCCCCCCCCCCCOO	InChI1S/C35H68O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-343739-32-3331-3640-353830-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3336H3-32H21-2H3/t33-/m0/s1	false
CPD-6203	gibberellin A<sub>38</sub>	CC1C3OCC4C1C[CH]5C2COOCCCCCO2[CH]CC345CC[O-]O	InChI1S/C20H26O6/c1-10-7-19-8-2010256-3-111918-5-4-1221172162426-9-1814181319152223/h11-142125H13-9H22H3H2223/p-1/t11-12-13+14+17-18+19-20-/m0/s1	false
DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE	<i>S</i>-2345-tetrahydrodipicolinate	C1CCNCC1C[O-]OC[O-]O	InChI1S/C7H9NO4/c9-6104-2-1-3-58-471112/h4H1-3H2H910H1112/p-2/t4-/m0/s1	false
CPD-17688	7'-hydroxyabscisate	CCCC[O-]OCCC1OCCOCCOCCCC1	InChI1S/C15H20O5/c1-106-1318194-5-1520119-167-12178-141523/h4-71620H8-9H21-3H3H1819/p-1/b5-4+10-6-	false
CPD-183	gallate	C[O-]OC1CCCCC1OOO	InChI1S/C7H6O5/c8-4-1-3711122-596410/h1-28-10HH1112/p-1	false
5-OXOPROLINE	5-oxo-L-proline	COC1NCCC1O[O-]	InChI1S/C5H7NO3/c7-4-2-1-36-4589/h3H1-2H2H67H89/p-1/t3-/m0/s1	false
DIHYDRONEOPTERIN-P	78-dihydroneopterin 3'-phosphate	C1NC2NCNNCOCNC1COCOCOPO[O-][O-]2	InChI1S/C9H14N5O7P/c10-9-13-7-581714-912-31-11-76164152-21-22181920/h4615-16H1-2H2H2181920H41011131417/p-2/t4-6+/m1/s1	false
CPD-15087	6C-hexosyl chrysin	CC4CCCCC1CCC2OCCCCC1O2OC3CCCCC3[O-]O4OOOO	InChI1S/C21H20O9/c22-8-14-1725192720282130-1416-11247-13-1518162610236-1229-139-4-2-1-3-5-9/h1-7141719-2224-28H8H2/p-1/t14-17-19+20-21+/m1/s1	false
CPD1F-140	gibberellin A<sub>20</sub>	CC1C3OCC4C1C[CH]5C2COOCCCC2[CH]CC345CC[O-]O	InChI1S/C19H24O5/c1-10-8-17-9-1810237-4-111719-6-3-5-162152224-1913191217142021/h11-1323H13-9H22H3H2021/p-1/t11-12-13-16+17+18+19-/m1/s1	false
D-RIBULOSE-15-P2	D-ribulose-15-bisphosphate	COP[O-][O-]OCOCOCOCOPO[O-][O-]	InChI1S/C5H12O11P2/c6-31-15-179101158472-16-18121314/h35-68H1-2H2H291011H2121314/p-4/t3-5-/m1/s1	false
CPD0-2461	isoguanine	C2NC1CNCNCN1ON2	InChI1S/C5H5N5O/c6-3-2-48-1-7-210-5119-3/h1HH467891011	false
CPD-14775	22-carboxy-docosanoyl-CoA	CCCCOCONCCCONCCSCOCCCCCCCCCCCCCCCCCCCCCO[O-]COPOOPOOCC1COP[O-]O[O-]COCO1N3C2CCNNCN2NC3[O-][O-]	InChI1S/C43H76N7O19P3S/c1-43228-66-72636469-71616265-27-31-3768-7058596036554267-3150-30-49-35-394447-29-48-4035503856415746-24-23-325145-25-26-73-345422-20-18-16-14-12-10-8-6-4-3-5-7-9-11-13-15-17-19-21-335253/h29-3136-384255-56H3-28H21-2H3H4551H4657H5253H6162H6364H2444748H2585960/p-5/t31-36-37-38+42-/m1/s1	false
L-RIBULOSE	L-ribulose	COCOCOCOCO	InChI1S/C5H10O5/c6-1-38510492-7/h35-810H1-2H2/t3-5-/m0/s1	false
CPD0-1249	&gamma;-methylphosphinothricin	CCP[O-]COCC[N+]CO[O-]	InChI1S/C6H14NO4P/c1-412210113-57689/h4-5H37H21-2H3H89H1011/p-1	false
BENZOATE	benzoate	CC1CCCCC1[O-]O	InChI1S/C7H6O2/c8-796-4-2-1-3-5-6/h1-5HH89/p-1	false
PELARGONIDIN-CMPD	pelargonidin	C3CC2[O+]C1CCCCC1CC2[O-][O-]OCCCC3O	InChI1S/C15H10O5/c16-9-3-1-82-4-915-13197-11-12185-10176-141120-15/h1-7HH3-16171819/p-1	false
CPD-14283	<i>trans</i>-cerot-2-enoyl-CoA	CCCCCCCCCCCCCCCCCCCCCCCCCCOSCCNCOCCNCCOCCCCOP[O-]OOP[O-]OOCC1COPO[O-][O-]COCO1N3CNC2CNNCNC23O	InChI1S/C47H84N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-385675-31-30-49-375528-29-50-45594258472333-68-74656671-73636467-32-36-4170-7260616240574669-3654-35-53-39-434851-34-52-443954/h26-2734-3640-424657-58H4-2528-33H21-3H3H4955H5059H6364H6566H2485152H2606162/p-4/b27-26+/t36-40-41-42+46-/m1/s1	false
FERULOYL-COA	feruloyl-CoA	CCCCOCONCCCONCCSCOCCC1CCOCCOCC1COPOOPOOCC2COP[O-]O[O-]COCO2N4C3CCNNCN3NC4[O-][O-]	InChI1S/C31H44N7O19P3S/c1-3122643294434-9-8-214033-10-11-61-22417-5-17-4-6-18391912-1752-314-54-60505157-59484953-13-20-2556-5845464724423055-2038-16-37-23-273235-15-36-282338/h4-71215-162024-26303942-43H8-1113-14H21-3H3H3340H3444H4849H5051H2323536H2454647/p-4/b7-5+/t20-24-25-26+30-/m1/s1	false
CPD-9370	+-germacrene D	CCCC1CCCCCCCCCC1C	InChI1S/C15H24/c1-12215-10-8-1336-5-7-1449-11-15/h7-8101215H35-6911H21-24H3/b10-8+14-7+	false
GLT	L-glutamate	CCCCCO[O-][N+][O-]O	InChI1S/C5H9NO4/c6-359101-2-478/h3H1-26H2H78H910/p-1/t3-/m0/s1	false
D-1-GUANIDINO-3-AMINO-13-DIDEOXY-SCYLLO	D-1-guanidino-3-amino-13-dideoxy-<i>scyllo</i>-inositol	C1[N+]COCOCOCNC[N+]NCO1	InChI1S/C7H16N4O4/c8-1-312211-79105146154113/h1-612-15H8H2H491011/p+2/t1-2+3-4+5-6-/m0/s1	false
|A-LGAL-HEX-1:5_6:D|	a-lgal-HEX-1:5|6:d	null	null	false
HCO3	hydrogencarbonate	C[O-]OO	InChI1S/CH2O3/c2-134/hH2234/p-1	false
CPD-8744	<i>EE</i>-germacrene B	CCC1CCCCCCCCC1CCC	InChI1S/C15H24/c1-12215-10-8-1336-5-7-1449-11-15/h69H57-810-11H21-4H3/b13-6-14-9+	false
CPDQT-31	2-3'-methylthiopropylmalate	CSCCCCOCC[O-]OCO[O-]	InChI1S/C8H14O5S/c1-14-4-2-3-813711125-6910/h13H2-5H21H3H910H1112/p-2	false
R-2-HYDROXYGLUTARATE	<i>R</i>-2-hydroxyglutarate	CCCCC[O-]OO[O-]O	InChI1S/C5H8O5/c6-359101-2-478/h36H1-2H2H78H910/p-2/t3-/m1/s1	false
KDO2-LIPID-IVA	&alpha;-Kdo-2->4-&alpha;-Kdo-2->6-lipid IV<SUB>A</SUB>	CCCCCCCCCCCCOCCONC1COP[O-][O-]OOCCOCOCCCOCCCCCCCCCCCO1COC2CNCCCOCCCCCCCCCCCOCOCCCOCCCCCCCCCCCOCCO2COC4C[O-]OO[CH]CCOOCOCOC3C[O-]OO[CH]CCOOCOCOC3C4OP[O-][O-]O	InChI1S/C84H154N2O37P2/c1-5-9-13-17-21-25-29-33-37-41-558945-659685-69-77117-679847-579143-39-35-31-27-23-19-15-11-7-37310263115-8069123-12511011111253-113-79-7086-669746-569042-38-34-30-26-22-18-14-10-6-278118-689948-589244-40-36-32-28-24-20-16-12-8-476122-12410710810964116-7954-114-838110310450-627210175120-83619552-88119-848210510649-59937110074121-84609451-87/h55-6469-8087-95100-102H5-54H21-4H3H8596H8697H103104H105106H2107108109H2110111112/p-6/t55-56-57-58-59-60-61-62-63-64-69-70-71-72-73-74-75-76-77-78-79-80-83+84-/m1/s1	false
CPD-6142	NN-dimethyl-&beta;-alanine	C[N+]CCC[O-]OC	InChI1S/C5H11NO2/c1-624-3-578/h3-4H21-2H3H78	false
GALACTOSE-1P	&alpha;-D-galactose 1-phosphate	COC1OCOPO[O-][O-]COCOCO1	InChI1S/C6H13O9P/c7-1-2-3849510614-215-16111213/h2-10H1H2H2111213/p-2/t2-3+4+5-6-/m1/s1	false
CPD-7848	macarpine	C[N+]4C1C6CCOCCC1C3CC2COCO2CC3OCC4CC5COCO5C6	InChI1S/C22H18NO6/c1-23-8-14-201825-37-19-221429-10-28-1913-6-1524-211-4-16-1727-9-26-165-1211211323/h4-8H9-10H21-3H3/q+1	false
TROPINE	tropine	C[N+]1C2CCC1CCOC2	InChI1S/C8H15NO/c1-9-6-2-3-795-8104-6/h6-810H2-5H21H3/p+1/t6-7+8+	false
ETHIONINE	L-ethionine	CCSCCC[N+]CO[O-]	InChI1S/C6H13NO2S/c1-2-10-4-3-57689/h5H2-47H21H3H89/t5-/m0/s1	false
CPD1F-84	gibberellin A<sub>25</sub>	CC1C2CC3C1C[CH]4CCCCCCCO[O-][CH]CC234C[O-]OC[O-]O	InChI1S/C20H26O6/c1-10-8-19-9-11104-5-1219201725267-3-6-18216232414201319152122/h11-14H13-9H22H3H2122H2324H2526/p-3/t11-12-13-14-18-19+20-/m1/s1	false
CPD-19179	8<i>S</i>-3'8-cyclo-78-dihydroguanosine 5'-triphosphate	COPO[O-]OPO[O-]OPO[O-][O-]C3OC2N1C4NCNNCOCN[CH]1COCO234	InChI1S/C10H16N5O14P3/c11-9-13-5-361714-912-8-1018227-74101615581-26-31222329-32242528-30192021/h247-8121618H1H2H2223H2425H2192021H311131417/p-4/t2?4?7?8-10?/m0/s1	false
POLYNEURIDINE-ALDEHYDE	polyneuridine aldehyde	C[CH]C5CN1[CH]4C[CH]CCOOCCO[CH]1CC3CNC2CCCCC2345	InChI1S/C21H22N2O3/c1-3-12-10-23-17-9-15122111-24202526-218238-14-13-6-4-5-7-161322-191417/h3-7111517-1822H8-10H21-2H3/b12-3-/t15-17-18-21+/m0/s1	false
|A-DMAN-HEX-1:5|	a-dman-HEX-1:5	null	null	false
CPD-15283	1-<i>O</i>-4-hydroxybenzoyl-&beta;-<i>D</i>-glucose	CC2OCOCOC1CCCCC1OCCC2OOOO	InChI1S/C13H16O8/c14-5-8-916101711181320-821-12196-1-3-7154-2-6/h1-48-1113-18H5H2/t8-9-10+11-13+/m1/s1	false
CPD-4610	kinetin-7-<i>N</i>-glucoside	CC1OCCCC1OOON2C3CNCNCNC23NCC4CCCO4O	InChI1S/C16H19N5O6/c22-5-9-1123122413251627-921-7-20-15-10211418-6-19-1517-4-8-2-1-3-26-8/h1-36-7911-131622-25H4-5H2H171819/t9-11-12+13-16+/m1/s1	false
CPD-15631	apigenin-74'-dimethyl ether	COC1CCCCC1C3CCOC2CCCOCCCO2O3	InChI1S/C17H14O5/c1-20-11-5-3-104-6-1115-9-141917-13187-1221-28-161722-15/h3-918H1-2H3	false
L-GLYCERALDEHYDE	L-glyceraldehyde	[CH]OCCOO	InChI1S/C3H6O3/c4-1-362-5/h135-6H2H2/t3-/m1/s1	false
INS356P3	D-<i>myo</i>-inositol356-trisphosphate	C1OCOCOP[O-]O[O-]COP[O-]O[O-]COCOPO[O-][O-]1	InChI1S/C6H15O15P3/c7-1-28520-23131415621-24161718394119-22101112/h1-9HH2101112H2131415H2161718/p-6/t1-2+3+4-5-6-/m0/s1	false
PYRIDOXAL	pyridoxal	CC1NCCCC1OCOCO	InChI1S/C8H9NO3/c1-5-81274-1163-102-9-5/h241012H3H21H3	false
13-HYDROPEROXYOCTADECA-911-DIENOATE	13<i>S</i>-HPODE	CCCCCCCCCCCCCCCCCCO[O-]OO	InChI1S/C18H32O4/c1-2-3-11-14-1722-2115-12-9-7-5-4-6-8-10-13-16-181920/h7912151721H2-6810-1113-1416H21H3H1920/p-1/b9-7-15-12+/t17-/m0/s1	false
